title,info,links,timestamp,status,rating,comment,tags
飞吧，黑居易 刘耀辉诗意成长书系,,https://neodb.social/book/2Ke3amuM1NFxYzGMTYNdJP https://book.douban.com/subject/33411515/,2021-12-10T16:00:00+00:00,complete,8,zgs,
海底两万里,isbn:9787806574317 pub_year:2002 author:[法] 儒勒·凡尔纳,https://neodb.social/book/4kWe8S9ckRjkxi28AHwxEA https://book.douban.com/subject/1085470/,2021-12-10T16:00:00+00:00,complete,8,,
骆驼祥子,isbn:9787020028115 pub_year:2000 author:/person/5h4OkeUtRkvpUxX8UlzhZw,https://neodb.social/book/3pJymATNDKQ3amoO7vhFhR https://book.douban.com/subject/1043815/,2021-12-10T16:00:00+00:00,complete,8,,
夏洛的网,isbn:9787532733415 pub_year:2004 author:[美国] E·B·怀特,https://neodb.social/book/6KzJDSCbQUepJjzc4Amwus https://book.douban.com/subject/1036274/,2021-12-10T16:00:00+00:00,complete,8,,
草房子,isbn:9787534618727 pub_year:2009 author:曹文轩,https://neodb.social/book/4S1wztqpkyuiqZjN8xWzUv https://book.douban.com/subject/1052990/,2021-12-10T16:00:00+00:00,complete,,,
老人与海,isbn:9787532723447 pub_year:1999 author:[美国] 欧内斯特·海明威,https://neodb.social/book/3oQZcaWzRDzIP9iEr3h55v https://book.douban.com/subject/1064275/,2021-12-10T16:00:00+00:00,complete,10,,
巴黎圣母院,isbn:9787020032044 pub_year:1982 author:[法]雨果,https://neodb.social/book/1YR33J37soX9GBMsu39Us2 https://book.douban.com/subject/1024197/,2021-12-10T16:00:00+00:00,complete,10,,
简爱（英文全本）,isbn:9787506261579 pub_year:2003 author:[英] 夏洛蒂·勃朗特,https://neodb.social/book/47nAirgkQMaHbeq5b1CkwB https://book.douban.com/subject/1141406/,2021-12-10T16:00:00+00:00,complete,8,甜,
永恒的终结,isbn:9787539957173 pub_year:2014 author:[美] 艾萨克·阿西莫夫,https://neodb.social/book/5viDBjpbSUtoYJgPIMvtLt https://eggplant.place/book/4oeRDWl8iVoOcYtMrIDkOh https://www.goodreads.com/book/show/26539925 https://openlibrary.org/books/OL27169478M https://book.douban.com/subject/25829693/,2021-12-10T16:00:00+00:00,complete,8,在医院里手术前读的 记得还带了一本瓦尔登湖 但只有这本看完了,
窗边的小豆豆,isbn:9787544222976 pub_year:2003 author:[日] 黑柳彻子 著/岩崎千弘 图,https://neodb.social/book/09np7N0m5w080oJxOAMhYh https://book.douban.com/subject/1007914/ https://www.goodreads.com/book/show/10762809 https://books.google.com/books?id=joxGAAAAMAAJ,2021-12-10T16:00:00+00:00,complete,,大都忘记了 有时间打算重温,
